sep= 
Time [s]	f1 [Hz]	f3 [Hz]	f5 [Hz]	f7 [Hz]	f9 [Hz]	f11 [Hz]	f13 [Hz]	D1 [ppm]	D3 [ppm]	D5 [ppm]	D7 [ppm]	D9 [ppm]	D11 [ppm]	D13 [ppm]
9231,1265	-136,1921	-93,4192	-88,9760	-86,2882	-83,8495	-81,8922	-80,7399	1,6201	5,5002	6,1022	5,9303	5,6909	6,0201	5,6273
9235,9466	-136,2912	-93,4907	-89,0400	-86,4090	-84,0592	-81,9529	-80,8494	1,6324	5,5175	6,1294	5,9539	5,7045	6,0233	5,6228
9240,5697	-136,4693	-93,5586	-89,0895	-86,4016	-83,9576	-82,7076	-81,3089	1,6425	5,5484	6,1569	5,9550	5,6863	6,0501	5,6602
9245,2935	-136,6416	-93,6668	-89,1212	-87,0899	-84,4082	-82,1072	-80,9821	1,6613	5,5752	6,1664	5,9860	5,7348	6,0644	5,7011
9250,5964	-136,8033	-93,6998	-89,2490	-86,4536	-84,0075	-82,0672	-81,1075	1,6908	5,5694	6,1508	5,9903	5,7388	6,0495	5,6830
9255,2034	-136,9009	-93,7759	-89,2795	-86,6173	-84,0675	-83,3360	-81,6400	1,7058	5,5819	6,1826	5,9983	5,7502	6,0989	5,6937
9260,3943	-136,8682	-93,7865	-89,2848	-86,4707	-84,1092	-82,1603	-80,9847	1,8688	5,6120	6,1890	6,0109	5,7346	6,0535	5,7363
9265,0145	-136,9623	-93,8521	-89,3224	-86,5925	-84,1078	-82,1219	-81,0738	1,9036	5,6192	6,2195	6,0289	5,7528	6,0842	5,6730
9269,6807	-137,0115	-93,8690	-89,3933	-86,6028	-84,2274	-82,2096	-81,1088	1,9523	5,6381	6,2332	6,0367	5,7886	6,0652	5,7085
9274,3867	-137,1592	-93,9440	-89,4482	-86,6541	-84,2086	-82,0840	-81,1008	1,9332	5,6522	6,2307	6,0383	5,7828	6,0930	5,6904
9279,0436	-137,2781	-94,0429	-89,4541	-86,6784	-84,2112	-82,2393	-81,1363	1,9665	5,6532	6,2384	6,0498	5,8168	6,0922	5,7384
9283,7470	-137,4160	-94,0914	-89,4916	-86,8309	-84,3095	-82,3231	-81,2934	1,9765	5,6663	6,2388	6,0585	5,8017	6,0905	5,7560
9288,5794	-137,4818	-94,1066	-89,6059	-86,7616	-84,3193	-82,3353	-81,2560	2,0132	5,6887	6,2648	6,0936	5,8361	6,1053	5,7603
9293,1885	-137,5864	-94,2130	-89,5766	-86,7898	-84,3415	-82,3876	-81,2244	2,0269	5,7132	6,3022	6,0954	5,8291	6,1538	5,7585
9297,8187	-137,8028	-94,2982	-89,5956	-86,9185	-84,3652	-82,3843	-81,2601	2,0252	5,7264	6,2926	6,0987	5,8332	6,1482	5,7782
9302,4108	-137,9356	-94,3474	-89,6889	-87,0028	-84,4179	-82,5132	-81,4630	2,0485	5,7569	6,2947	6,1071	5,8441	6,1486	5,7865
9307,0435	-138,0312	-94,4998	-89,7719	-86,9745	-84,4628	-82,4006	-81,3958	2,0568	5,7655	6,3416	6,1094	5,8563	6,1704	5,7910
9311,7169	-138,2922	-94,4950	-89,9006	-87,0421	-84,5602	-82,5513	-81,3844	2,0471	5,7810	6,3334	6,1622	5,8719	6,2134	5,7939
9316,3245	-138,4379	-94,5907	-89,8943	-87,1240	-84,6170	-82,6299	-81,4466	2,0596	5,8055	6,3731	6,1624	5,8631	6,2053	5,7846
9320,9402	-138,5970	-94,6300	-89,9526	-87,2347	-84,7614	-82,6774	-81,4920	2,0651	5,8111	6,3874	6,1611	5,8838	6,1930	5,8115
9325,6436	-138,7195	-94,6906	-89,9706	-87,2274	-84,7793	-82,7338	-81,6697	2,0609	5,8376	6,3717	6,1829	5,9162	6,2046	5,8214
9330,5988	-138,8564	-94,7431	-90,1063	-87,2934	-84,7045	-82,7619	-81,6545	2,1207	5,8254	6,4084	6,1859	5,9364	6,2343	5,8285
9335,2433	-138,9792	-94,8369	-90,1575	-87,3811	-84,8723	-82,8054	-81,7333	2,1241	5,8723	6,3972	6,1981	5,9307	6,2355	5,8228
9339,9365	-139,1289	-94,9011	-90,2918	-87,3816	-84,8951	-82,7643	-81,7685	2,1192	5,8597	6,4157	6,1952	5,9536	6,2395	5,8731
9344,7615	-139,2641	-94,9937	-90,3492	-87,3988	-85,0176	-82,8699	-81,6989	2,1380	5,8715	6,4407	6,2071	5,9577	6,2368	5,8501
9349,5787	-139,3846	-95,0285	-90,3288	-87,4441	-84,8901	-82,9152	-81,7569	2,1726	5,9125	6,4350	6,2242	5,9713	6,2440	5,8601
9354,1053	-139,5019	-95,1286	-90,3138	-87,5035	-84,9720	-82,9873	-81,8058	2,1855	5,9207	6,4504	6,2501	5,9768	6,2510	5,8804
9358,6215	-139,5722	-95,1436	-90,4214	-87,5492	-85,0257	-82,9820	-81,8420	2,2154	5,9277	6,4923	6,2497	5,9738	6,2821	5,8750
9363,1534	-139,6438	-95,2465	-90,5578	-87,6353	-85,0993	-83,0349	-81,9226	2,2677	5,9428	6,4779	6,2553	5,9748	6,3052	5,8787
9367,7360	-139,7476	-95,3207	-90,5573	-87,6455	-85,1886	-83,1168	-81,9357	2,2801	5,9445	6,4922	6,2564	5,9825	6,2994	5,9001
9372,3096	-139,8353	-95,3731	-90,5707	-87,6896	-85,1965	-83,1365	-82,0505	2,3102	5,9742	6,4995	6,2829	5,9949	6,2899	5,8690
9376,8382	-139,9255	-95,4094	-90,6067	-87,8442	-85,2419	-83,1518	-81,9166	2,3261	5,9762	6,4876	6,2981	5,9923	6,2904	5,8868
9381,4942	-140,0086	-95,4330	-90,6690	-87,7970	-85,2616	-83,1903	-82,0743	2,4112	5,9932	6,5085	6,2974	6,0149	6,3205	5,9845
9386,3705	-140,1697	-95,4904	-90,8028	-87,8682	-85,2591	-83,3296	-82,1367	2,3702	6,0031	6,5075	6,3355	6,0281	6,3141	5,9596
9391,4680	-140,2094	-95,5510	-90,6904	-87,8594	-85,3566	-83,2901	-82,1610	2,4260	5,9999	6,5266	6,3196	6,0319	6,3455	5,9609
9396,2308	-140,3160	-95,6130	-90,7711	-87,9640	-85,3662	-83,4005	-82,1999	2,4311	6,0181	6,5509	6,3232	6,0378	6,3295	5,9427
9400,8683	-140,4480	-95,6575	-90,8194	-87,9285	-85,3879	-83,2827	-82,1504	2,4373	6,0375	6,5452	6,3391	6,0572	6,3280	5,9526
9405,5431	-140,5302	-95,7154	-90,9444	-87,9882	-85,4162	-83,3398	-82,1478	2,4688	6,0422	6,5526	6,3519	6,0438	6,3445	5,9906
9410,1930	-140,6577	-95,7828	-90,8827	-88,0975	-85,4477	-83,4167	-82,2302	2,4871	6,0562	6,5587	6,3728	6,0439	6,3574	5,9603
9414,7943	-140,7401	-95,8050	-90,9885	-88,1106	-85,4926	-83,4229	-82,2375	2,5027	6,0565	6,5910	6,3397	6,0524	6,3556	5,9339
9419,3646	-140,8188	-95,8758	-91,0623	-88,1316	-85,5156	-83,4740	-82,2421	2,5150	6,0854	6,5927	6,3676	6,0749	6,3262	5,9540
9424,0688	-140,9651	-95,8702	-91,0629	-88,1353	-85,5554	-83,6765	-82,4013	2,5269	6,1028	6,5868	6,3866	6,0992	6,4053	5,9966
9428,6873	-141,0517	-95,9273	-90,9942	-88,3803	-85,8149	-83,6172	-82,3759	2,5281	6,1126	6,6015	6,3952	6,1085	6,4006	5,9697
9433,3667	-141,1907	-95,9975	-91,1438	-88,1290	-85,6368	-83,6975	-82,3641	2,5692	6,1166	6,6128	6,4002	6,1088	6,3995	5,9833
9437,9707	-141,2054	-96,0035	-91,0918	-88,2664	-85,6066	-83,5575	-82,3923	2,5714	6,1326	6,6286	6,3878	6,1260	6,4134	6,0022
9442,6433	-141,2820	-96,1054	-91,1326	-88,2733	-85,7257	-83,6162	-82,4196	2,5709	6,1171	6,6466	6,4349	6,1041	6,4114	6,0032
9447,3434	-141,4205	-96,1135	-91,2189	-88,3145	-85,6787	-83,5789	-82,5234	2,6008	6,1316	6,6428	6,4068	6,1335	6,4424	6,0555
9452,1814	-141,4757	-96,1511	-91,2121	-88,3267	-85,7796	-83,6313	-82,4203	2,6249	6,1577	6,6444	6,4435	6,1149	6,4251	6,0695
9457,3110	-141,6018	-96,2379	-91,2796	-88,3473	-85,7900	-83,7337	-82,4326	2,6869	6,1555	6,6637	6,4403	6,1378	6,4305	6,0596
9461,9579	-141,6463	-96,2661	-91,2991	-88,4050	-85,8160	-84,4183	-82,9031	2,6728	6,1820	6,6813	6,4558	6,1568	6,4336	6,0330
9466,7750	-141,7808	-96,2756	-91,3873	-88,4865	-85,9005	-83,8502	-82,7039	2,7052	6,1933	6,6839	6,4542	6,1750	6,4551	6,0971
9471,4586	-141,8328	-96,3805	-91,4454	-88,4714	-85,9233	-83,8129	-82,6155	2,7349	6,1868	6,6993	6,4481	6,1784	6,4367	6,0539
9476,0624	-141,6003	-96,3542	-91,4491	-88,4337	-85,8424	-83,6698	-82,8819	2,9468	6,2012	6,7062	6,4688	6,1621	6,4519	6,0338
9480,6527	-141,6622	-96,3808	-91,4455	-88,4526	-85,7437	-83,7060	-82,5486	2,9983	6,2167	6,7174	6,4558	6,1684	6,4670	6,0731
9485,2421	-141,7227	-96,4321	-91,4708	-88,4669	-85,7888	-83,7010	-82,4998	3,0218	6,2059	6,7160	6,4631	6,1912	6,4724	6,0070
9489,8587	-141,7762	-96,5138	-91,5308	-88,5233	-86,6942	-84,2341	-82,8936	2,9951	6,2134	6,7278	6,4804	6,1851	6,4802	6,0447
9494,6679	-141,9139	-96,5334	-91,5802	-88,5953	-85,9586	-83,8265	-82,5999	3,0200	6,2361	6,7301	6,4948	6,1795	6,4606	6,0436
9499,6064	-141,9649	-96,5550	-91,5832	-88,6649	-86,0402	-83,9622	-82,7854	3,0661	6,2346	6,7385	6,5134	6,1981	6,4801	6,0629
9504,3138	-141,9871	-96,6083	-91,6370	-88,5706	-85,9544	-83,9171	-82,8083	3,0543	6,2505	6,7376	6,5129	6,2232	6,5089	6,0805
9509,0429	-142,1247	-96,6796	-91,6533	-88,6949	-86,1729	-84,0117	-82,8192	3,0835	6,2792	6,7526	6,5437	6,2232	6,4993	6,1039
9513,7152	-142,2032	-96,6804	-91,7003	-88,7387	-86,1732	-84,0600	-82,8400	3,0846	6,2861	6,7737	6,5427	6,2233	6,4974	6,0755
9518,3670	-142,3293	-96,8000	-91,7390	-88,7385	-86,2661	-84,0953	-82,8524	3,0852	6,2946	6,7754	6,5448	6,2519	6,4923	6,0981
9523,3419	-142,4725	-96,8584	-91,8076	-88,8389	-86,2365	-84,0821	-82,8607	3,0965	6,3243	6,7788	6,5438	6,2481	6,5396	6,0737
9528,0109	-142,5725	-96,9179	-91,8613	-88,9380	-86,2987	-84,8480	-83,4011	3,0869	6,2994	6,7992	6,5643	6,2305	6,5687	6,0929
9532,7241	-142,7275	-96,9843	-92,0228	-88,9256	-86,3451	-84,1177	-83,0963	3,0906	6,3429	6,8086	6,5606	6,2275	6,5402	6,1236
9537,3516	-142,8472	-97,0391	-92,0341	-89,0086	-86,3521	-84,2665	-83,0848	3,1160	6,3338	6,8340	6,5764	6,2451	6,5537	6,1353
9541,9802	-142,9727	-97,1189	-92,0304	-89,0167	-86,4574	-84,3165	-83,0001	3,1122	6,3637	6,8236	6,5726	6,2809	6,5519	6,1367
9546,5590	-143,0342	-97,1666	-92,1311	-89,0678	-86,4677	-84,3120	-83,0292	3,1144	6,3590	6,8411	6,5939	6,2867	6,5907	6,1678
9551,3075	-143,1231	-97,1906	-92,1215	-89,1492	-86,4110	-84,4092	-83,0913	3,1270	6,3602	6,8399	6,5894	6,2880	6,5876	6,1699
9556,1390	-143,1769	-97,2401	-92,1018	-89,2052	-86,5709	-84,4229	-83,1717	3,1435	6,3795	6,8322	6,5964	6,2882	6,5812	6,1605
9560,7397	-143,3116	-97,3475	-92,2467	-89,2198	-86,6006	-84,3918	-83,2783	3,1713	6,3797	6,8334	6,6100	6,2731	6,5753	6,1685
9565,4272	-143,3694	-97,3752	-92,3264	-89,2324	-86,5882	-84,6274	-83,3812	3,1795	6,4077	6,8726	6,6276	6,3006	6,6003	6,1808
9570,0766	-143,5121	-97,4095	-92,3675	-89,2958	-86,6305	-84,5404	-83,3127	3,1837	6,4064	6,8730	6,6177	6,3106	6,6213	6,1821
9574,7816	-143,5187	-97,4953	-92,3557	-89,3018	-86,6521	-84,5070	-83,3630	3,2147	6,3974	6,8653	6,6050	6,3192	6,5883	6,1763
9579,7264	-143,5155	-97,5420	-92,3739	-89,3722	-86,7133	-84,6545	-83,5071	3,2745	6,4165	6,8932	6,6291	6,3183	6,5879	6,1649
9584,4211	-143,6323	-97,6114	-92,4082	-89,4138	-86,6860	-84,6638	-83,3368	3,3011	6,4301	6,8916	6,6293	6,2956	6,6122	6,1940
9589,0762	-143,6291	-97,6829	-92,5998	-89,4028	-86,8107	-84,6519	-83,4219	3,3292	6,4528	6,9261	6,6532	6,3279	6,6190	6,1727
9593,6705	-143,7442	-97,6997	-92,5539	-89,5094	-86,7983	-84,7475	-83,5736	3,3619	6,4581	6,9330	6,6630	6,3600	6,6308	6,2456
9598,3094	-143,7918	-97,7814	-92,6252	-89,5064	-87,8890	-85,2513	-83,7783	3,3769	6,4684	6,9218	6,6627	6,3621	6,6521	6,1748
9603,3385	-143,8057	-97,7809	-92,5866	-89,6203	-86,8726	-85,8351	-84,0370	3,4133	6,4720	6,9227	6,6560	6,3749	6,6643	6,1896
9608,4756	-143,9951	-97,8372	-92,7329	-89,5588	-86,9277	-84,7764	-83,6247	3,4140	6,4839	6,9253	6,6710	6,3288	6,6731	6,2781
9613,0888	-143,9802	-97,8616	-92,7034	-89,7107	-86,9144	-84,8355	-83,6887	3,4462	6,4968	6,9412	6,6668	6,3579	6,6624	6,2694
9617,7005	-144,0777	-97,9289	-92,7340	-89,6451	-87,0156	-84,9251	-83,7894	3,4791	6,5052	6,9534	6,6768	6,3688	6,6610	6,2195
9622,3683	-144,1893	-97,9963	-92,8170	-89,7333	-87,0931	-84,8825	-84,2090	3,4742	6,5099	6,9597	6,7032	6,3719	6,6516	6,2070
9627,0638	-144,2537	-98,0057	-92,8152	-89,7986	-88,1378	-85,5669	-84,0896	3,5010	6,5128	6,9654	6,7093	6,4346	6,6861	6,2227
9632,0824	-144,3239	-98,0867	-92,9524	-89,8026	-88,2732	-85,4920	-84,0620	3,5208	6,5148	6,9677	6,6964	6,3959	6,6821	6,2410
9637,3029	-144,3842	-98,0869	-92,9393	-89,9132	-87,1944	-85,0030	-83,7987	3,5253	6,5370	6,9808	6,7217	6,3922	6,7076	6,2917
9641,8937	-144,4594	-98,1787	-93,0186	-89,8819	-87,2333	-85,0598	-83,8728	3,5296	6,5289	6,9850	6,7137	6,4083	6,7014	6,2781
9646,5430	-144,5461	-98,2603	-92,9822	-89,9737	-87,1918	-84,9954	-83,8833	3,5356	6,5367	6,9967	6,7159	6,4337	6,6816	6,2718
9651,1409	-144,6009	-98,2382	-93,0892	-89,9765	-87,3143	-85,2532	-83,9832	3,5385	6,5533	7,0095	6,7342	6,4396	6,6943	6,2504
9656,1347	-144,6945	-98,2914	-93,0709	-90,0895	-87,2646	-85,0542	-83,8621	3,5598	6,5770	7,0155	6,7339	6,4165	6,6857	6,2492
9660,7662	-144,7459	-98,3313	-93,1522	-90,0612	-87,2633	-86,2938	-84,7200	3,5534	6,5694	7,0235	6,7520	6,3942	6,7176	6,3041
9665,9704	-144,7886	-98,3840	-93,1876	-90,0483	-87,3324	-85,2299	-83,9585	3,5659	6,5847	7,0187	6,7375	6,4372	6,6926	6,2901
9670,5380	-144,8580	-98,3725	-93,2525	-90,0557	-87,3382	-85,2510	-84,0069	3,5809	6,5808	7,0262	6,7294	6,4413	6,7052	6,2796
9675,1173	-144,9458	-98,4170	-93,2131	-90,1492	-87,4615	-85,2742	-83,9389	3,6077	6,6119	7,0426	6,7651	6,4375	6,7059	6,2683
9679,7026	-145,0513	-98,4855	-93,2880	-90,1538	-87,4249	-85,2984	-83,9980	3,5902	6,6058	7,0240	6,7707	6,4389	6,7125	6,2949
9684,3802	-145,1665	-98,5459	-93,3410	-90,1987	-87,5311	-85,3972	-84,1185	3,5890	6,6136	7,0379	6,7739	6,4525	6,7466	6,3005
9689,0596	-144,7330	-98,5518	-93,2956	-90,1401	-87,4345	-85,2744	-84,0244	3,8365	6,6235	7,0402	6,7841	6,4646	6,7703	6,3237
9693,7065	-144,7813	-98,5454	-93,2918	-90,0749	-87,4063	-85,3433	-84,0598	3,8592	6,6306	7,0585	6,7984	6,4505	6,7595	6,3074
9698,3827	-144,8388	-98,5651	-93,3614	-90,2396	-87,4982	-85,2975	-84,1395	3,8459	6,6329	7,0683	6,7949	6,4580	6,7297	6,2778
9703,0352	-144,9265	-98,6739	-93,3731	-90,2224	-87,5546	-85,3660	-84,0885	3,9107	6,6497	7,0560	6,7928	6,4833	6,7346	6,3037
9707,6598	-144,9698	-98,6653	-93,3665	-90,2850	-87,5292	-85,4094	-84,1134	3,9068	6,6399	7,0691	6,8106	6,4656	6,7424	6,2702
9712,5819	-145,0651	-98,7439	-93,4137	-90,3110	-87,5160	-85,4462	-84,1734	3,9271	6,6634	7,0916	6,8147	6,4701	6,7408	6,3105
9717,1533	-145,0897	-98,7684	-93,5550	-90,3568	-87,5974	-85,4947	-84,1721	3,9502	6,6741	7,0781	6,8232	6,4841	6,7755	6,3121
9721,9564	-145,1950	-98,8055	-93,5086	-90,3586	-87,5675	-85,2669	-84,2455	3,9632	6,6598	7,0718	6,8172	6,4984	6,7741	6,3167
9726,5590	-145,2390	-98,8411	-93,5031	-90,3830	-87,6723	-85,6052	-84,2839	3,9660	6,6768	7,1040	6,8010	6,4941	6,7621	6,3150
9731,1880	-145,3721	-98,8490	-93,5229	-90,4021	-87,6009	-85,4957	-84,2630	3,9516	6,6849	7,1102	6,8248	6,4978	6,7572	6,3424
9735,7756	-145,4646	-98,8844	-93,6153	-90,4352	-87,7135	-85,6159	-84,4096	3,9455	6,6980	7,1048	6,8331	6,5004	6,7999	6,3203
9740,4085	-145,5216	-98,9704	-93,6138	-90,5091	-87,6948	-85,5866	-84,2982	3,9420	6,7038	7,1121	6,8336	6,5279	6,7676	6,3400
9745,0956	-145,6761	-98,9513	-93,6592	-90,5744	-87,8766	-85,6159	-84,6218	3,9513	6,7140	7,1167	6,8516	6,5223	6,7669	6,3556
9749,8357	-145,7717	-99,0714	-93,6994	-90,5593	-87,9675	-85,7078	-84,4746	3,9559	6,7264	7,1245	6,8541	6,5068	6,7853	6,3626
9754,5212	-145,9369	-99,0585	-93,7527	-90,5767	-87,9012	-85,6862	-84,6178	3,9635	6,7407	7,1358	6,8623	6,5366	6,8247	6,3682
9759,2141	-145,9355	-99,1524	-93,8010	-90,6693	-87,8049	-85,7202	-84,3829	3,9701	6,7477	7,1492	6,8613	6,5453	6,8244	6,3935
9763,9068	-145,9856	-99,1167	-93,8648	-90,6019	-87,9613	-85,7008	-84,5638	3,9877	6,7388	7,1621	6,8722	6,5585	6,8174	6,3559
9768,5945	-146,0874	-99,2008	-93,8760	-90,7231	-88,0209	-85,8113	-84,5549	3,9919	6,7704	7,1395	6,9064	6,5303	6,8233	6,3738
9773,1987	-146,1487	-99,2474	-93,9061	-90,7214	-87,9149	-85,8875	-84,5910	4,0223	6,7642	7,1714	6,8715	6,5322	6,8133	6,3904
9777,9556	-146,2127	-99,3307	-94,0084	-90,7951	-87,9984	-85,8288	-84,6354	4,0149	6,7748	7,1801	6,8961	6,5537	6,8134	6,3938
9782,7838	-146,3226	-99,3281	-94,0068	-90,7922	-88,0056	-85,8899	-84,6414	4,0575	6,7749	7,1654	6,8849	6,5419	6,8513	6,3963
9787,3503	-146,4399	-99,3793	-94,0114	-90,8106	-88,0172	-85,8835	-84,6649	4,0699	6,7960	7,1766	6,9169	6,5700	6,8176	6,4039
9792,0569	-146,3129	-99,4084	-94,0578	-90,8974	-88,0784	-87,1064	-85,3170	4,1540	6,7922	7,1962	6,9182	6,5712	6,8441	6,4119
9797,2579	-146,4477	-99,4548	-94,0372	-90,8617	-88,1784	-86,0339	-84,7986	4,1373	6,8146	7,2138	6,9018	6,5758	6,8486	6,4237
9801,9478	-146,3728	-99,4989	-94,1709	-90,9709	-88,1586	-86,1277	-84,8476	4,2108	6,8155	7,2081	6,9079	6,5881	6,8025	6,4287
9806,6145	-146,4615	-99,5836	-94,0738	-90,9478	-88,2112	-86,0028	-84,7879	4,2443	6,8066	7,2041	6,9118	6,5984	6,8050	6,3951
9811,3269	-146,4597	-99,6042	-94,0977	-90,8816	-88,1380	-86,0807	-84,8284	4,2627	6,8282	7,2181	6,9129	6,6005	6,8442	6,4124
9816,0185	-146,4858	-99,3853	-94,0848	-90,9602	-88,1690	-86,1876	-84,9678	4,2839	6,8117	7,2222	6,9398	6,6030	6,8683	6,4124
9820,8058	-146,5320	-99,6061	-94,2694	-91,0008	-88,1931	-86,0387	-84,7814	4,3252	6,8234	7,2017	6,9406	6,6040	6,8949	6,4225
9825,2966	-146,6123	-99,6251	-94,2094	-91,0830	-88,3242	-86,1687	-85,0031	4,3011	6,8087	7,2282	6,9433	6,6084	6,8895	6,4738
9829,9394	-146,6323	-99,6839	-94,3284	-90,9997	-88,3221	-86,0948	-84,8558	4,3283	6,8495	7,2286	6,9770	6,6149	6,8387	6,4917
9834,4904	-146,6988	-99,7590	-94,3387	-91,0979	-88,2740	-86,2061	-84,9836	4,3488	6,8336	7,2646	6,9541	6,6237	6,8559	6,4518
9839,2464	-146,7616	-99,7342	-94,3632	-91,1253	-88,3600	-86,2794	-84,9649	4,3616	6,8480	7,2659	6,9820	6,5846	6,8818	6,4509
9843,8581	-146,8196	-99,8351	-94,4264	-91,1563	-88,3825	-86,2298	-84,9807	4,3658	6,8425	7,2600	6,9453	6,6402	6,8729	6,4604
9848,4345	-146,9324	-99,7991	-94,4394	-91,1991	-88,3738	-86,3765	-85,0071	4,3983	6,8720	7,2480	6,9941	6,6310	6,8529	6,4717
9853,0112	-146,9563	-99,8502	-94,4809	-91,2324	-88,4071	-86,2390	-85,9963	4,4156	6,8719	7,2682	6,9717	6,6215	6,8778	6,4660
9857,9359	-146,9376	-99,9016	-94,5323	-91,2289	-88,4027	-86,2592	-84,8953	4,4109	6,8862	7,2652	6,9800	6,6334	6,8940	6,4928
9862,6446	-147,0438	-99,9320	-94,4883	-90,5528	-88,2053	-86,1189	-85,0736	4,4453	6,8906	7,2757	6,9639	6,6313	6,8846	6,4476
9867,4782	-147,1454	-99,9297	-94,5465	-91,2237	-88,5765	-86,3218	-85,0675	4,4338	6,8979	7,2859	6,9916	6,6368	6,9037	6,4868
9872,1365	-147,1550	-100,0179	-94,5782	-91,2434	-88,5951	-86,3424	-85,1401	4,4570	6,8972	7,2883	6,9911	6,6509	6,9258	6,4433
9876,8574	-147,1904	-100,0300	-94,6543	-91,3106	-89,2184	-86,7046	-85,3722	4,4711	6,8975	7,2977	6,9658	6,6688	6,9525	6,4986
9881,6310	-147,2307	-100,0857	-94,6019	-91,4300	-88,5973	-86,3881	-85,2198	4,4867	6,9095	7,2976	6,9998	6,6703	6,8708	6,4953
9886,2789	-147,2637	-100,0630	-94,6990	-91,4244	-88,6923	-86,4206	-85,3357	4,4919	6,9057	7,3062	7,0045	6,6460	6,9371	6,4387
9891,3499	-147,3315	-100,1372	-94,7309	-91,4654	-88,6151	-86,4860	-85,3046	4,4976	6,9190	7,3102	7,0191	6,6244	6,9400	6,4803
9895,9821	-147,4355	-100,1584	-94,7404	-91,4943	-88,7735	-87,3103	-85,7975	4,5068	6,9306	7,3173	7,0166	6,6571	6,9550	6,4987
9900,6942	-147,3403	-100,2570	-94,7070	-91,4392	-88,6440	-86,5523	-85,2406	4,5632	6,9277	7,3268	6,9978	6,6753	6,9441	6,5030
9905,3232	-146,7822	-100,1748	-94,6962	-91,4796	-88,6119	-86,5066	-85,3586	4,7050	6,9341	7,3311	7,0114	6,6864	6,9366	6,5156
9909,9516	-146,8327	-100,2063	-94,8259	-91,4493	-88,6855	-86,5444	-85,2265	4,7292	6,9384	7,3265	7,0144	6,6919	6,9405	6,5144
9914,5673	-146,8515	-100,2242	-94,7132	-91,5064	-88,6305	-86,4173	-85,2000	4,7772	6,9485	7,3359	7,0155	6,6847	6,9504	6,4452
9919,1856	-146,8665	-100,2582	-94,8283	-91,4323	-88,5820	-86,4406	-85,2514	4,7861	6,9590	7,3344	7,0172	6,6764	6,9525	6,5419
9923,8728	-146,9200	-100,2609	-94,8529	-91,5179	-88,7264	-86,5354	-85,2938	4,7884	6,9751	7,3523	7,0470	6,6683	6,9216	6,5117
9928,5100	-146,9696	-100,3594	-94,8536	-91,4906	-88,8558	-86,8520	-85,3531	4,8063	6,9747	7,3522	7,0271	6,6624	6,9682	6,4842
9933,2026	-146,9690	-100,3570	-94,9272	-91,6293	-88,7186	-86,4936	-85,3168	4,8405	6,9750	7,3423	7,0526	6,6874	6,9655	6,4915
9937,9242	-146,9445	-100,3625	-94,8702	-91,5938	-88,8649	-86,6713	-85,4229	4,8622	6,9770	7,3526	7,0397	6,6870	6,9711	6,5438
9942,8540	-147,0276	-100,4342	-95,0107	-91,5873	-88,7794	-86,6614	-85,4498	4,8623	6,9844	7,3460	7,0677	6,6931	6,9720	6,5394
9947,4782	-147,1257	-100,4291	-94,9628	-91,7443	-88,8921	-86,6849	-85,5191	4,8323	6,9891	7,3747	7,0736	6,7033	6,9452	6,5451
9952,1238	-147,1321	-100,4753	-94,9162	-91,7106	-88,9244	-86,7972	-85,5017	4,8695	6,9998	7,3542	7,0502	6,7028	6,9965	6,5537
9956,7148	-147,2413	-100,5321	-95,0592	-91,7903	-88,9053	-86,7142	-85,4895	4,8474	6,9988	7,3595	7,0496	6,7167	7,0083	6,5160
9961,3086	-147,3319	-100,5641	-95,1175	-91,7700	-88,9465	-86,7820	-85,6434	4,8387	7,0217	7,3923	7,0559	6,7371	6,9875	6,5629
9965,9217	-147,3714	-100,5824	-95,1437	-91,7157	-88,8759	-86,7395	-85,5799	4,8414	7,0255	7,4181	7,0759	6,7295	6,9904	6,5457
9970,5153	-147,4068	-100,6571	-95,1896	-91,8009	-88,9244	-86,7935	-85,4741	4,8656	7,0406	7,3960	7,0815	6,7629	6,9949	6,5795
9975,0545	-147,5145	-100,7048	-95,1890	-91,7758	-88,9889	-86,8042	-85,7498	4,8733	7,0440	7,4215	7,0828	6,7162	7,0010	6,5700
9979,8637	-147,5248	-100,7091	-95,1702	-91,9085	-89,0746	-86,9477	-85,7073	4,9022	7,0393	7,4324	7,0873	6,7378	6,9961	6,5920
9984,4879	-147,5310	-100,7515	-95,2411	-91,8663	-89,0340	-86,8146	-85,6890	4,8939	7,0588	7,4066	7,1000	6,7427	6,9978	6,5714
9989,1715	-147,4979	-100,7924	-95,2176	-91,8459	-89,1013	-86,9308	-85,7113	4,8897	7,0569	7,4369	7,1115	6,7395	6,9765	6,5708
9993,8316	-147,4649	-100,8396	-95,2702	-92,0021	-89,1592	-86,7943	-85,7419	4,8950	7,0656	7,4330	7,1185	6,7502	7,0059	6,5609
9998,4644	-147,5023	-100,8840	-95,3525	-91,9611	-89,0961	-86,7905	-85,6628	4,8946	7,0742	7,4501	7,1332	6,7756	7,0313	6,5937
10003,1113	-147,5237	-100,9380	-95,4373	-91,9995	-89,1768	-86,9139	-85,7493	4,9072	7,0642	7,4477	7,1259	6,7830	7,0192	6,5871
10007,9200	-147,3669	-100,9607	-95,4175	-92,1106	-89,3136	-87,0491	-85,7751	4,9830	7,0773	7,4605	7,1036	6,7623	7,0322	6,5681
10012,5326	-147,3347	-100,9971	-95,4272	-92,1123	-89,2538	-87,1293	-85,7611	4,9843	7,0779	7,4753	7,1168	6,7671	7,0367	6,5889
